"36e976b2-20a3-11e9-84b1-0242ac110003";"Sport / Culture"
"4099dbed-20a2-11e9-84b1-0242ac110003";"Economie, Finances, Travail, Compte public"
"61241e6c-20a1-11e9-84b1-0242ac110003";"Europe, Affaires Etrangères, Outre-mer"
"ab059117-20a3-11e9-84b1-0242ac110003";"Expression Libre & Sujets de société"
"bd4288f8-20a2-11e9-84b1-0242ac110003";"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation"
"c50c1a74-20a1-11e9-84b1-0242ac110003";"Santé, Solidarité, Handicap"
"d1233ec5-20a0-11e9-84b1-0242ac110003";"Justice, Police, Armée"
"d50556ff-209f-11e9-84b1-0242ac110003";"Transition Ecologique et Solidaire, Agriculture & Alimentation, Transport"
"e19c7ea7-2078-11e9-84b1-0242ac110003";"Démocratie, Institutions"
