"La République garante des biens communs"
"Supprimer l'impôt sur l'impôt ."
"institutions"
"Grand plan d'aménagement et d'utilisation des voies navigables pour le transport des marchandises"
"Elections présidentielles au jugement majoritaire"
"ORGANISATION SENAT ET ASSEMBLEE NATIONALE"
"suppression des dettes d'Etat à vie à travers les jeux des intérêts"
"favoriser les produits bios"
"Halte à l'immigration."
"réinstaurer de vrais programmes scolaires."
"Apprendre la musique aux ANTIFA"
"Parrainage citoyen candidats aux presidentielles"
"Port d'arme"
"revoir le calcul du RSA"
"Organisation de l’État et services publics"
"Abolition de la corrida, de la chasse et de la chasse à courre"
"Suppression de la réversion des pensions pour les retraités aisés, par exemple plus de 5000€ / mois"
"Fonction publique"
"TVA 25%"
"Réduction de la politique nataliste"
"Logement : Justice pour les locataires et propriétaires. Halte aux mauvais payeurs"
"Mise en place de la règle verte"
"Rendre obligatoire l'affichage d'une note de 1 à 10 sur l'exposition d'un logement aux ondes électromagnétiques environnantes"
"Obliger les bénéficiaires d' aides sociales à travailler pour la collectivité une semaine par mois."
"Exemplarité et Honnêteté au sommet de l'Etat"
"Dos route obligatoire jusqu'à l'âge de 4 ans"
"Mise en place d'un revenu universel"
"Augmenter le Budget de la Justice"
"Favoriser la formation tout au long de sa carrière professionnelle"
"L'égalité des droits et des chances"
"sécurité sociale, patrimoine intangible des Français."
"Impôt: retenir la nationalité et plus la territorialité pour appliquer l'impôt."
"Respect de l'interdiction de devoirs à la maison"
"MicroTaxe sur les paiements (plafonner) pour une suppression de la TVA"
"Ouvrir les yeux: réchauffement oui, dérèglement non."
"Interdictions pour les grandes surface de vendre à perte, oui mais....."
"retraite des parlementaires"
"représentation de la vie publique : copié-collé grand débat"
"Dissolution des compagnies des forces de l ordre ayant participer aux manifestations des gilets jaune"
"Emballage recyclable ou biodégradable"
"casier judiciaire vierge pour les élus"
"le verrou de  Bercy"
"Rééquilibrage des retraites"
"supprimer le droit du sol a mayotte"
"Election des prefets au suffrage universel"
"Réduire la TICPE de 60 à 35%"
"Réduire et contrôler les délais de paiement entre entreprises"
"Bibliothèque"
"developper la participation du peuple dans le capital des entreprises françaises"
"niche fiscales"
"Suppression de la TVA  par la modification de l'impôt sur le revenu."
"Organisation Etat"
"Gestion des déchets"
"immigration"
"étalement des vacances scolaires"
"Supprimer la redevance audiovisuelle"
"Retraités"
"Une micro-taxe de 0,2%ou 0,4% Uniforme, efficace et juste."
"Election d'un binôme \"député assemblée / député circonsciption\""
"IMPOTS A LA SOURCE OUI MAIS AUSSI POUR TOUTES LES GRANDES ENTREPRISES"
"RECYCLER LE PLASTIQUE"
"droit au logement"
"Mettre en place un service obligatoire pour tout médecin nouvellement diplômé"
"Diminuer le transport de marchandise routier et faire payer les transporteurs etrangers qui transitent"
"Inéligibilité"
"Compostage"
"Réduire l'écart entre les plus bas et les plus hauts salaires"
"La démocratie représentative comme complément indispensable à la démocratie représentative"
"Relever le plafond du quotient familial"
"Prise ne compte du vote Blanc"
"Liberté Egalité Fraternité Justice"
"Macron veut brader les Bijoux de famille de notre pays; Aeroports, Energie, Francaise des jeux etc..Ils faut l'en empêcher(voir les autoroutes un scandale)"
"80 KM/H"
"ISF AVEC DEFISCALISATION INVESTISSEMENTS PRODUCTIFS"
"égualité"
"Créer deux fonctions publiques: celles qui est en contact avec les gens, celle qui vise à gérer des processus administratif (la paperasse)"
"Rapprocher d'avantage les points de collecte des déchets polluants ou encombrants de l'habitant."
"RIC, vote blanc reconnu, proportionnelle intégrale, réforme du parlement"
"vote"
"Salaire et retraite"
"Et si on parlait d'ESS : Économie Sociale et Solidaire."
"Indexation de la valeur des points Agirc er Arcco"
"Doubler le budget de la Justice"
"Rendre obligatoire un référendum municipal avant la construction d'une mosquée"
"Armée Européenne"
"Econnomie"
"Armoniser les taxes en Europe"
"Notion de quota Riches/Pauvres"
"Diminution des Eclairages"
"CICE"
"Rémunérations et avantages financiers excessifs"
"Création d’un fonds d’abondement des caisses de retraites"
"assemblée constituante tirée au sort"
"Fonctionnariser le corps médical"
"Controle technique automobile"
"Transport en commun gratuit dans les villes."
"FI"
"AUGMENTER LES DELAIS DE LIVRAISONS DES COMMANDES EN ECHANGE D'UN PRIX DE LIVRAISON PLUS BAS"
"senat"
"Suppression de la privatisation de la FDJ et des ADP"
"Role du CESE"
"Suppression de tous les postes de fonctionnaires au placard"
"RIC CARL toutes matières"
"Mise à la retraite des élus"
"Aides ponctuelles aux changements pour réduire la consommation d'énergie et la pollution"
"Plus de  lobbyiste"
"Transformer pôle emploi et le faire devenir 1er recruteur de référence en France"
"Pour une véritable séparation des pouvoirs : séparer l'exécutif des collectivités territoriales des assemblées délibérantes"
"Mettre fin a l'irresponsabilité juridique du Président de la République"
"Baisse de la TVA sur les produits français et augmentation sur les produits importés"
"Requalification pour le petit patronat"
"Statut pour les parents d'enfants handicapés"
"les forces de l'ordre doivent rendre des comptes"
"Fiscalité des entreprises"
"Un système scolaire qui forme aux besoins des entreprises"
"POUR UNE LIMITATION DE L'ECART DES REVENUS"
"Interdiction de la haute fonction publique aux francs-maçons"
"Pour des élections législatives à 1 tour!"
"REDUCTION DE LA DETTE de l'ETAT  PAR ABANDON DE CREANCES"
"Immigration"
"MEDIA INDEPENDANT POUR UN RIC REUSSI"
"Baisse de la TVA a 5,5% sur les produits energetiques de 1ere necessite (EAU, GAZ, ELECTRICITE)"
"Rendre gratuit les produits et services que la loi rend obligatoires (ou supprimer l'obligation)"
"GUERRE A l'ETRANGER"
"Laboratoires publics de fabrication de médicaments génériques pour maladie rares"
"Obligations des communes de produire  de l'énergie verte"
"Parlementaires"
"Supprimer TOUTES les niches fiscales tout en permettant à chacun de financer des causes utiles"
"Desindexation du conjoint AAH et pension invalidité  remonter les plafonds fiscaux à 3 smics"
"EUTHANASIE"
"faire payer une taxe pour tout les camions étranger qui traverse la FRANCE"
"Un levier pour enrayer la désetification médicale?"
"Financement des campagnes sur argent public uniquement"
"Indépendance des outremers et de la Corse"
"enseignement des mathématiques en terminale"
"« L’Etat chez lui, L’Eglise chez elle »  disait Victor Hugo !"
"LDB 40"
"la journée de 5h pour ceux qui veulent expérimenter un mode de vie vraiment durable"
"Plafonner les salaires des sportifs"
"Mettre l'IGPN sous la tutelle du Défenseur des Droits"
"La France consomme environ 2 planètes par habitant, quels sont nos objectifs datés et chiffrés ?"
"développement de la valeur morale plurtôt que matérielle"
"Inscription du Référendum d'Initiative Citoyenne dans la Constitution"
"Obliger l'état et les collectivités territoriales à utiliser en priorité les logiciels libres"
"Les elus"
"Services publics de proximité"
